timestamp_utc,database,dataset,dataset_rows,positive_edges,training_edges,holdout_positive_edges,ingest_seconds,ingest_edges_per_second,query_count,query_p50_ms,query_p95_ms,query_p99_ms,feature_query_p95_ms,prediction_seconds,prediction_per_second,prediction_candidates,prob_auc,prob_ap,prob_p100,implicit_base_auc,implicit_base_ap,implicit_base_p100,implicit_auc,implicit_ap,implicit_p100,implicit_rerank_topk,implicit_rerank_alpha,raw_prob_auc,raw_prob_ap,raw_prob_count
2026-05-06T08:38:44Z,graph_nell_full_decent,studies/datasets/bkisiel_aaai10_08m.100.SSFeedback.csv,345024,337021,334661,2360,535.559513,624.881068,1500,0.161317,0.328845,0.443723,0.851577,0.872756,5407.010368,4719,0.797353,0.855694,1.000000,0.560074,0.577533,0.790000,0.565122,0.616079,0.980000,600,0.550000,0.499664,0.986171,344498
2026-05-06T08:41:16Z,graph_nell_full_decent,studies/datasets/bkisiel_aaai10_08m.100.SSFeedback.csv,345024,337021,334661,2360,0.000000,0.000000,1500,0.157589,0.313097,0.409255,0.873410,0.893610,5280.827792,4719,0.797353,0.855694,1.000000,0.560074,0.577533,0.790000,0.565123,0.616079,0.980000,600,0.550000,0.499664,0.986171,344498
2026-05-06T08:41:19Z,graph_nell_full_decent,studies/datasets/bkisiel_aaai10_08m.100.SSFeedback.csv,345024,337021,334661,2360,0.000000,0.000000,1500,0.124319,0.274837,0.350417,0.811021,0.845124,5583.793034,4719,0.797353,0.855694,1.000000,0.560074,0.577533,0.790000,0.566759,0.621528,0.980000,800,0.450000,0.499664,0.986171,344498
2026-05-06T08:41:23Z,graph_nell_full_decent,studies/datasets/bkisiel_aaai10_08m.100.SSFeedback.csv,345024,337021,334661,2360,0.000000,0.000000,1500,0.125688,0.268877,0.362307,0.802482,0.845936,5578.434539,4719,0.797353,0.855694,1.000000,0.560076,0.577534,0.790000,0.569773,0.631038,1.000000,1000,0.400000,0.499664,0.986171,344498
2026-05-06T08:41:27Z,graph_nell_full_decent,studies/datasets/bkisiel_aaai10_08m.100.SSFeedback.csv,345024,337021,334661,2360,0.000000,0.000000,1500,0.128669,0.304807,0.396386,0.833352,0.859010,5493.534558,4719,0.797353,0.855694,1.000000,0.560073,0.577533,0.790000,0.562646,0.603110,0.980000,400,0.650000,0.499664,0.986171,344498
2026-05-06T08:42:09Z,graph_nell_full_decent,studies/datasets/bkisiel_aaai10_08m.100.SSFeedback.csv,345024,337021,334661,2360,0.000000,0.000000,1500,0.164849,0.334477,0.450076,0.863912,0.892995,5284.464937,4719,0.797353,0.855694,1.000000,0.560073,0.577533,0.790000,0.569770,0.631037,1.000000,1000,0.400000,0.499664,0.986171,344498
